,Show,EpId,ClipId,Start,Stop,Prolongation,Block,Interjection,NoStutteredWords,Repetition,Non-Disfluency,Labels,Audio_name
6214,MyStutteringLife,19,10,48930880,48978880,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_10.wav
6215,MyStutteringLife,19,11,50344000,50392000,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_11.wav
6216,MyStutteringLife,19,12,50796640,50844640,1,1,0,1,0,1,"Prolongation,Block,NoStutteredWords,Non-Disfluency",MyStutteringLife_19_12.wav
6217,MyStutteringLife,19,13,52019680,52067680,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_13.wav
6218,MyStutteringLife,19,14,53242720,53290720,0,0,0,1,1,1,"NoStutteredWords,Repetition,Non-Disfluency",MyStutteringLife_19_14.wav
6219,MyStutteringLife,19,15,55613760,55661760,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_15.wav
6220,MyStutteringLife,19,16,55811520,55859520,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_16.wav
6221,MyStutteringLife,19,17,55850240,55898240,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_17.wav
6222,MyStutteringLife,19,18,17981600,18029600,1,0,0,0,0,0,Prolongation,MyStutteringLife_19_18.wav
6223,MyStutteringLife,19,19,18228320,18276320,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_19.wav
6224,MyStutteringLife,19,20,20442400,20490400,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_20.wav
6225,MyStutteringLife,19,21,21357120,21405120,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_21.wav
6226,MyStutteringLife,19,22,22000160,22048160,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_22.wav
6227,MyStutteringLife,19,23,23204480,23252480,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_23.wav
6228,MyStutteringLife,19,24,24882400,24930400,0,1,1,0,0,0,"Block,Interjection",MyStutteringLife_19_24.wav
6229,MyStutteringLife,19,25,24920160,24968160,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_25.wav
6230,MyStutteringLife,19,26,26012160,26060160,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_26.wav
6231,MyStutteringLife,19,27,26334080,26382080,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_27.wav
6232,MyStutteringLife,19,28,4498400,4546400,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_28.wav
6233,MyStutteringLife,19,29,27763040,27811040,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_29.wav
6234,MyStutteringLife,19,30,27917920,27965920,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_30.wav
6235,MyStutteringLife,19,31,29525920,29573920,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_31.wav
6236,MyStutteringLife,19,32,29560960,29608960,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_32.wav
6237,MyStutteringLife,19,33,6571680,6619680,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_33.wav
6238,MyStutteringLife,19,34,31974560,32022560,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_34.wav
6239,MyStutteringLife,19,35,32140000,32188000,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_35.wav
6240,MyStutteringLife,19,36,32904320,32952320,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_36.wav
6241,MyStutteringLife,19,37,32936640,32984640,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_37.wav
6242,MyStutteringLife,19,38,33456960,33504960,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_38.wav
6243,MyStutteringLife,19,39,34182720,34230720,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_19_39.wav
6244,MyStutteringLife,20,0,361120,409120,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_0.wav
6245,MyStutteringLife,20,1,13687840,13735840,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_1.wav
6246,MyStutteringLife,20,2,14192320,14240320,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_2.wav
6247,MyStutteringLife,20,3,14880160,14928160,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_3.wav
6248,MyStutteringLife,20,4,16445120,16493120,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_4.wav
6249,MyStutteringLife,20,5,16473120,16521120,0,0,0,1,0,1,"NoStutteredWords,Non-Disfluency",MyStutteringLife_20_5.wav
6250,MyStutteringLife,20,6,1160800,1208800,0,0,1,0,0,0,Interjection,MyStutteringLife_20_6.wav
6251,MyStutteringLife,20,7,1381920,1429920,0,0,1,0,0,0,Interjection,MyStutteringLife_20_7.wav
6252,MyStutteringLife,20,8,1911680,1959680,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_20_8.wav
6253,MyStutteringLife,20,9,2099680,2147680,1,0,0,0,0,1,"Prolongation,Non-Disfluency",MyStutteringLife_20_9.wav
6254,MyStutteringLife,20,10,2209600,2257600,0,1,0,0,0,0,Block,MyStutteringLife_20_10.wav
6255,MyStutteringLife,20,11,2429600,2477600,1,0,1,0,0,0,"Prolongation,Interjection",MyStutteringLife_20_11.wav
6256,MyStutteringLife,20,12,2565280,2613280,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_20_12.wav
6257,MyStutteringLife,20,13,3240800,3288800,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_20_13.wav
6258,MyStutteringLife,20,14,3324480,3372480,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_20_14.wav
6259,MyStutteringLife,20,15,3351840,3399840,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_20_15.wav
6260,MyStutteringLife,20,16,432960,480960,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_16.wav
6261,MyStutteringLife,20,17,3909440,3957440,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_17.wav
6262,MyStutteringLife,20,18,3948480,3996480,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_18.wav
6263,MyStutteringLife,20,19,4253280,4301280,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_19.wav
6264,MyStutteringLife,20,20,4310080,4358080,1,0,1,0,0,0,"Prolongation,Interjection",MyStutteringLife_20_20.wav
6265,MyStutteringLife,20,21,6113440,6161440,0,0,0,0,1,0,Repetition,MyStutteringLife_20_21.wav
6266,MyStutteringLife,20,22,6209920,6257920,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_22.wav
6267,MyStutteringLife,20,23,7050400,7098400,0,1,0,0,0,0,Block,MyStutteringLife_20_23.wav
6268,MyStutteringLife,20,24,676480,724480,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_24.wav
6269,MyStutteringLife,20,25,7634720,7682720,0,0,0,0,1,0,Repetition,MyStutteringLife_20_25.wav
6270,MyStutteringLife,20,26,7792640,7840640,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_20_26.wav
6271,MyStutteringLife,20,27,7916320,7964320,0,0,1,0,0,0,Interjection,MyStutteringLife_20_27.wav
6272,MyStutteringLife,20,28,8856320,8904320,0,0,1,0,0,0,Interjection,MyStutteringLife_20_28.wav
6273,MyStutteringLife,20,29,9040320,9088320,0,1,0,0,0,0,Block,MyStutteringLife_20_29.wav
6274,MyStutteringLife,20,30,9288000,9336000,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_30.wav
6275,MyStutteringLife,20,31,9504160,9552160,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_31.wav
6276,MyStutteringLife,20,32,9613440,9661440,1,0,0,0,0,0,Prolongation,MyStutteringLife_20_32.wav
6277,MyStutteringLife,20,33,9740800,9788800,1,0,1,0,0,0,"Prolongation,Interjection",MyStutteringLife_20_33.wav
6278,MyStutteringLife,20,34,9966400,10014400,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_34.wav
6279,MyStutteringLife,20,35,10598080,10646080,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_20_35.wav
6280,MyStutteringLife,20,36,11029760,11077760,1,0,1,0,0,0,"Prolongation,Interjection",MyStutteringLife_20_36.wav
6281,MyStutteringLife,20,37,12194560,12242560,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_20_37.wav
6282,MyStutteringLife,20,38,12755840,12803840,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_20_38.wav
6283,MyStutteringLife,20,39,943360,991360,0,0,0,1,1,1,"NoStutteredWords,Repetition,Non-Disfluency",MyStutteringLife_20_39.wav
6284,MyStutteringLife,21,0,50240800,50288800,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_0.wav
6285,MyStutteringLife,21,1,53405600,53453600,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_1.wav
6286,MyStutteringLife,21,2,55178720,55226720,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_2.wav
6287,MyStutteringLife,21,3,56522240,56570240,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_3.wav
6288,MyStutteringLife,21,4,58555520,58603520,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_4.wav
6289,MyStutteringLife,21,5,60788640,60836640,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_5.wav
6290,MyStutteringLife,21,6,61644960,61692960,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_6.wav
6291,MyStutteringLife,21,7,61682080,61730080,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_7.wav
6292,MyStutteringLife,21,8,3010880,3058880,0,0,0,0,0,1,Non-Disfluency,MyStutteringLife_21_8.wav
6293,MyStutteringLife,21,9,3069760,3117760,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_9.wav
6294,MyStutteringLife,21,10,1043040,1091040,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_10.wav
6295,MyStutteringLife,21,11,1083040,1131040,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_11.wav
6296,MyStutteringLife,21,12,4733760,4781760,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_12.wav
6297,MyStutteringLife,21,13,6709440,6757440,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_13.wav
6298,MyStutteringLife,21,14,1496960,1544960,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_14.wav
6299,MyStutteringLife,21,15,7564960,7612960,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_15.wav
6300,MyStutteringLife,21,16,7834400,7882400,0,0,1,0,0,0,Interjection,MyStutteringLife_21_16.wav
6301,MyStutteringLife,21,17,8964000,9012000,0,1,0,0,0,0,Block,MyStutteringLife_21_17.wav
6302,MyStutteringLife,21,18,9220640,9268640,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_18.wav
6303,MyStutteringLife,21,19,14945600,14993600,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_19.wav
6304,MyStutteringLife,21,20,16731040,16779040,0,1,0,1,1,0,"Block,NoStutteredWords,Repetition",MyStutteringLife_21_20.wav
6305,MyStutteringLife,21,21,1638400,1686400,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_21.wav
6306,MyStutteringLife,21,22,17959200,18007200,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_22.wav
6307,MyStutteringLife,21,23,20560640,20608640,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_23.wav
6308,MyStutteringLife,21,24,23230880,23278880,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_24.wav
6309,MyStutteringLife,21,25,23263840,23311840,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_25.wav
6310,MyStutteringLife,21,26,24233120,24281120,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_26.wav
6311,MyStutteringLife,21,27,27775040,27823040,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_27.wav
6312,MyStutteringLife,21,28,28446400,28494400,0,0,0,0,0,1,Non-Disfluency,MyStutteringLife_21_28.wav
6313,MyStutteringLife,21,29,29345280,29393280,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_29.wav
6314,MyStutteringLife,21,30,29379840,29427840,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_30.wav
6315,MyStutteringLife,21,31,30393760,30441760,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_31.wav
6316,MyStutteringLife,21,32,36669120,36717120,0,0,0,0,1,0,Repetition,MyStutteringLife_21_32.wav
6317,MyStutteringLife,21,33,38558080,38606080,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_33.wav
6318,MyStutteringLife,21,34,39935520,39983520,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_34.wav
6319,MyStutteringLife,21,35,40169760,40217760,1,1,0,1,0,0,"Prolongation,Block,NoStutteredWords",MyStutteringLife_21_35.wav
6320,MyStutteringLife,21,36,40198080,40246080,0,0,0,0,1,0,Repetition,MyStutteringLife_21_36.wav
6321,MyStutteringLife,21,37,46380480,46428480,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_37.wav
6322,MyStutteringLife,21,38,47253280,47301280,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_38.wav
6323,MyStutteringLife,21,39,47761280,47809280,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_21_39.wav
6324,MyStutteringLife,22,0,25563680,25611680,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_0.wav
6325,MyStutteringLife,22,1,27065440,27113440,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_1.wav
6326,MyStutteringLife,22,2,28085280,28133280,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_2.wav
6327,MyStutteringLife,22,3,29284000,29332000,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_3.wav
6328,MyStutteringLife,22,4,29320480,29368480,0,1,0,0,1,0,"Block,Repetition",MyStutteringLife_22_4.wav
6329,MyStutteringLife,22,5,31016960,31064960,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_5.wav
6330,MyStutteringLife,22,6,5244480,5292480,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_6.wav
6331,MyStutteringLife,22,7,7569760,7617760,0,0,0,1,0,1,"NoStutteredWords,Non-Disfluency",MyStutteringLife_22_7.wav
6332,MyStutteringLife,22,8,8781280,8829280,1,0,0,0,0,0,Prolongation,MyStutteringLife_22_8.wav
6333,MyStutteringLife,22,9,9112800,9160800,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_9.wav
6334,MyStutteringLife,22,10,670880,718880,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_10.wav
6335,MyStutteringLife,22,11,10031840,10079840,0,0,1,0,0,0,Interjection,MyStutteringLife_22_11.wav
6336,MyStutteringLife,22,12,10263040,10311040,1,0,0,0,0,0,Prolongation,MyStutteringLife_22_12.wav
6337,MyStutteringLife,22,13,11119520,11167520,0,1,0,0,0,0,Block,MyStutteringLife_22_13.wav
6338,MyStutteringLife,22,14,13211360,13259360,0,1,0,0,0,0,Block,MyStutteringLife_22_14.wav
6339,MyStutteringLife,22,15,13439680,13487680,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_15.wav
6340,MyStutteringLife,22,16,13758560,13806560,0,0,0,0,1,0,Repetition,MyStutteringLife_22_16.wav
6341,MyStutteringLife,22,17,13876480,13924480,0,0,0,0,1,0,Repetition,MyStutteringLife_22_17.wav
6342,MyStutteringLife,22,18,14163360,14211360,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_18.wav
6343,MyStutteringLife,22,19,14250560,14298560,0,1,0,1,1,1,"Block,NoStutteredWords,Repetition,Non-Disfluency",MyStutteringLife_22_19.wav
6344,MyStutteringLife,22,20,14568000,14616000,0,0,0,1,0,1,"NoStutteredWords,Non-Disfluency",MyStutteringLife_22_20.wav
6345,MyStutteringLife,22,21,14776000,14824000,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_21.wav
6346,MyStutteringLife,22,22,15928160,15976160,1,1,0,1,0,1,"Prolongation,Block,NoStutteredWords,Non-Disfluency",MyStutteringLife_22_22.wav
6347,MyStutteringLife,22,23,16052960,16100960,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_23.wav
6348,MyStutteringLife,22,24,16086720,16134720,0,1,1,1,1,1,"Block,Interjection,NoStutteredWords,Repetition,Non-Disfluency",MyStutteringLife_22_24.wav
6349,MyStutteringLife,22,25,16615360,16663360,0,1,0,0,0,0,Block,MyStutteringLife_22_25.wav
6350,MyStutteringLife,22,26,16671200,16719200,0,0,0,0,1,0,Repetition,MyStutteringLife_22_26.wav
6351,MyStutteringLife,22,27,1709600,1757600,0,0,0,1,0,1,"NoStutteredWords,Non-Disfluency",MyStutteringLife_22_27.wav
6352,MyStutteringLife,22,28,17841760,17889760,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_28.wav
6353,MyStutteringLife,22,29,18424960,18472960,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_29.wav
6354,MyStutteringLife,22,30,18898400,18946400,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_30.wav
6355,MyStutteringLife,22,31,19571360,19619360,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_22_31.wav
6356,MyStutteringLife,22,32,22152000,22200000,0,0,0,0,1,0,Repetition,MyStutteringLife_22_32.wav
6357,MyStutteringLife,22,33,22948160,22996160,0,0,0,0,1,0,Repetition,MyStutteringLife_22_33.wav
6358,MyStutteringLife,22,34,23814240,23862240,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_34.wav
6359,MyStutteringLife,22,35,23845120,23893120,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_35.wav
6360,MyStutteringLife,22,36,24050880,24098880,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_22_36.wav
6361,MyStutteringLife,22,37,24118400,24166400,1,0,0,0,0,0,Prolongation,MyStutteringLife_22_37.wav
6362,MyStutteringLife,22,38,24199200,24247200,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_38.wav
6363,MyStutteringLife,22,39,2659520,2707520,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_22_39.wav
6364,MyStutteringLife,23,0,818240,866240,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_0.wav
6365,MyStutteringLife,23,1,55456160,55504160,0,0,0,0,0,1,Non-Disfluency,MyStutteringLife_23_1.wav
6366,MyStutteringLife,23,2,55483520,55531520,0,0,0,1,0,1,"NoStutteredWords,Non-Disfluency",MyStutteringLife_23_2.wav
6367,MyStutteringLife,23,3,58511840,58559840,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_3.wav
6368,MyStutteringLife,23,4,10360320,10408320,0,1,0,0,0,0,Block,MyStutteringLife_23_4.wav
6369,MyStutteringLife,23,5,10391680,10439680,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_5.wav
6370,MyStutteringLife,23,6,10524960,10572960,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_6.wav
6371,MyStutteringLife,23,7,10551040,10599040,0,0,0,0,1,0,Repetition,MyStutteringLife_23_7.wav
6372,MyStutteringLife,23,8,10612480,10660480,0,0,0,0,1,0,Repetition,MyStutteringLife_23_8.wav
6373,MyStutteringLife,23,9,10639040,10687040,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_9.wav
6374,MyStutteringLife,23,10,10665120,10713120,0,0,0,0,1,0,Repetition,MyStutteringLife_23_10.wav
6375,MyStutteringLife,23,11,12370720,12418720,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_11.wav
6376,MyStutteringLife,23,12,12396640,12444640,0,0,0,1,1,0,"NoStutteredWords,Repetition",MyStutteringLife_23_12.wav
6377,MyStutteringLife,23,13,13213600,13261600,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_13.wav
6378,MyStutteringLife,23,14,13239840,13287840,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_14.wav
6379,MyStutteringLife,23,15,14007200,14055200,0,0,1,1,0,1,"Interjection,NoStutteredWords,Non-Disfluency",MyStutteringLife_23_15.wav
6380,MyStutteringLife,23,16,14039040,14087040,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_16.wav
6381,MyStutteringLife,23,17,15168160,15216160,0,0,0,1,0,1,"NoStutteredWords,Non-Disfluency",MyStutteringLife_23_17.wav
6382,MyStutteringLife,23,18,15195840,15243840,1,0,0,0,0,0,Prolongation,MyStutteringLife_23_18.wav
6383,MyStutteringLife,23,19,15337120,15385120,0,0,0,0,1,0,Repetition,MyStutteringLife_23_19.wav
6384,MyStutteringLife,23,20,15362880,15410880,0,0,0,0,1,0,Repetition,MyStutteringLife_23_20.wav
6385,MyStutteringLife,23,21,15890560,15938560,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_21.wav
6386,MyStutteringLife,23,22,15918560,15966560,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_22.wav
6387,MyStutteringLife,23,23,1409280,1457280,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_23.wav
6388,MyStutteringLife,23,24,1436960,1484960,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_24.wav
6389,MyStutteringLife,23,25,15947840,15995840,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_25.wav
6390,MyStutteringLife,23,26,16160640,16208640,0,0,0,0,1,0,Repetition,MyStutteringLife_23_26.wav
6391,MyStutteringLife,23,27,16186400,16234400,0,0,0,0,1,0,Repetition,MyStutteringLife_23_27.wav
6392,MyStutteringLife,23,28,17220480,17268480,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_28.wav
6393,MyStutteringLife,23,29,17248480,17296480,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_29.wav
6394,MyStutteringLife,23,30,17413280,17461280,0,0,1,0,0,0,Interjection,MyStutteringLife_23_30.wav
6395,MyStutteringLife,23,31,17439040,17487040,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_31.wav
6396,MyStutteringLife,23,32,17486080,17534080,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_32.wav
6397,MyStutteringLife,23,33,19456000,19504000,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_33.wav
6398,MyStutteringLife,23,34,19484800,19532800,0,1,0,0,0,1,"Block,Non-Disfluency",MyStutteringLife_23_34.wav
6399,MyStutteringLife,23,35,21209600,21257600,0,1,0,1,1,0,"Block,NoStutteredWords,Repetition",MyStutteringLife_23_35.wav
6400,MyStutteringLife,23,36,21238080,21286080,0,1,0,0,1,0,"Block,Repetition",MyStutteringLife_23_36.wav
6401,MyStutteringLife,23,37,21424640,21472640,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_23_37.wav
6402,MyStutteringLife,23,38,21453280,21501280,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_38.wav
6403,MyStutteringLife,23,39,21620000,21668000,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_39.wav
6404,MyStutteringLife,23,40,21645760,21693760,0,1,0,0,0,1,"Block,Non-Disfluency",MyStutteringLife_23_40.wav
6405,MyStutteringLife,23,41,21873600,21921600,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_41.wav
6406,MyStutteringLife,23,42,21900480,21948480,0,0,0,0,1,0,Repetition,MyStutteringLife_23_42.wav
6407,MyStutteringLife,23,43,2342240,2390240,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_43.wav
6408,MyStutteringLife,23,44,2373760,2421760,0,1,0,0,0,0,Block,MyStutteringLife_23_44.wav
6409,MyStutteringLife,23,45,22641280,22689280,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_45.wav
6410,MyStutteringLife,23,46,22667360,22715360,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_23_46.wav
6411,MyStutteringLife,23,47,22735360,22783360,0,1,0,0,1,0,"Block,Repetition",MyStutteringLife_23_47.wav
6412,MyStutteringLife,23,48,22761120,22809120,0,1,0,1,1,1,"Block,NoStutteredWords,Repetition,Non-Disfluency",MyStutteringLife_23_48.wav
6413,MyStutteringLife,23,49,22859360,22907360,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_49.wav
6414,MyStutteringLife,23,50,22886560,22934560,0,0,0,0,1,0,Repetition,MyStutteringLife_23_50.wav
6415,MyStutteringLife,23,51,25125920,25173920,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_51.wav
6416,MyStutteringLife,23,52,25161280,25209280,0,0,0,0,1,0,Repetition,MyStutteringLife_23_52.wav
6417,MyStutteringLife,23,53,26506400,26554400,0,0,0,0,1,0,Repetition,MyStutteringLife_23_53.wav
6418,MyStutteringLife,23,54,26542080,26590080,1,1,0,1,0,0,"Prolongation,Block,NoStutteredWords",MyStutteringLife_23_54.wav
6419,MyStutteringLife,23,55,26697280,26745280,1,1,0,0,1,1,"Prolongation,Block,Repetition,Non-Disfluency",MyStutteringLife_23_55.wav
6420,MyStutteringLife,23,56,26730880,26778880,0,0,1,0,1,0,"Interjection,Repetition",MyStutteringLife_23_56.wav
6421,MyStutteringLife,23,57,31550240,31598240,0,0,1,0,0,0,Interjection,MyStutteringLife_23_57.wav
6422,MyStutteringLife,23,58,31581920,31629920,0,0,0,0,1,0,Repetition,MyStutteringLife_23_58.wav
6423,MyStutteringLife,23,59,31696800,31744800,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_59.wav
6424,MyStutteringLife,23,60,31724480,31772480,0,0,1,0,0,0,Interjection,MyStutteringLife_23_60.wav
6425,MyStutteringLife,23,61,32266560,32314560,0,0,1,0,1,0,"Interjection,Repetition",MyStutteringLife_23_61.wav
6426,MyStutteringLife,23,62,32295040,32343040,0,0,1,1,0,1,"Interjection,NoStutteredWords,Non-Disfluency",MyStutteringLife_23_62.wav
6427,MyStutteringLife,23,63,32342720,32390720,1,0,0,0,0,0,Prolongation,MyStutteringLife_23_63.wav
6428,MyStutteringLife,23,64,2430240,2478240,0,0,0,0,1,0,Repetition,MyStutteringLife_23_64.wav
6429,MyStutteringLife,23,65,32383200,32431200,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_65.wav
6430,MyStutteringLife,23,66,32417440,32465440,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_66.wav
6431,MyStutteringLife,23,67,32451840,32499840,0,1,0,0,0,0,Block,MyStutteringLife_23_67.wav
6432,MyStutteringLife,23,68,32488640,32536640,0,1,0,0,0,0,Block,MyStutteringLife_23_68.wav
6433,MyStutteringLife,23,69,32528000,32576000,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_69.wav
6434,MyStutteringLife,23,70,32611040,32659040,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_70.wav
6435,MyStutteringLife,23,71,32637920,32685920,0,1,1,0,0,0,"Block,Interjection",MyStutteringLife_23_71.wav
6436,MyStutteringLife,23,72,32699040,32747040,0,0,1,1,0,0,"Interjection,NoStutteredWords",MyStutteringLife_23_72.wav
6437,MyStutteringLife,23,73,32736480,32784480,0,1,0,0,0,0,Block,MyStutteringLife_23_73.wav
6438,MyStutteringLife,23,74,32773600,32821600,0,0,0,1,0,0,NoStutteredWords,MyStutteringLife_23_74.wav
